CODGEO;NBMENFISC19;NBPERSMENFISC19;MED19;PIMP19;TP6019;TP60AGE119;TP60AGE219;TP60AGE319;TP60AGE419;TP60AGE519;TP60AGE619;TP60TOL119;TP60TOL219;PACT19;PTSA19;PCHO19;PBEN19;PPEN19;PPAT19;PPSOC19;PPFAM19;PPMINI19;PPLOGT19;PIMPOT19;D119;D919;RD19
01347;789;2107;27750;72;;;;;;;;;;80.9;71.7;2.6;6.6;23.7;12.1;2.7;1.6;0.7;0.4;-19.4;16610;44340;2.7
01348;1193;2808;22410;58;10;;;;;;;;;72.6;65.1;2.4;5.1;29.3;8.6;4.6;2.2;1.6;0.8;-15.1;13160;34450;2.6
01349;207;566;25260;;;;;;;;;;;;;;;;;;;;;;;;
01350;1082;2482;23320;62;;;;;;;;;;69;62.4;2.1;4.5;33.1;8.9;4.2;1.9;1.5;0.8;-15.2;14750;36140;2.5
01351;590;1598;22190;;;;;;;;;;;;;;;;;;;;;;;;
01352;227;533;21080;;;;;;;;;;;;;;;;;;;;;;;;
01353;627;1737;26480;;;;;;;;;;;;;;;;;;;;;;;;
01354;4432;10850;29370;44;19;29;20;20;20;;;11;28;89.2;84.4;2.8;2;16.2;5.9;2.3;0.9;0.8;0.6;-13.6;7990;74580;9.3
01355;204;510;22220;;;;;;;;;;;;;;;;;;;;;;;;
01356;79;206;25290;;;;;;;;;;;;;;;;;;;;;;;;
01357;206;482;20790;;;;;;;;;;;;;;;;;;;;;;;;
01358;184;428;22970;;;;;;;;;;;;;;;;;;;;;;;;
01359;101;254;24000;;;;;;;;;;;;;;;;;;;;;;;;
01360;687;1713;38990;;;;;;;;;;;;;;;;;;;;;;;;
01361;625;1685;27210;;;;;;;;;;;;;;;;;;;;;;;;
01362;294;846;27390;;;;;;;;;;;;;;;;;;;;;;;;
01363;774;1756;23040;;;;;;;;;;;;;;;;;;;;;;;;
01364;328;719;22040;;;;;;;;;;;;;;;;;;;;;;;;
01365;462;1141;23940;;;;;;;;;;;;;;;;;;;;;;;;
01366;410;1103;24220;;;;;;;;;;;;;;;;;;;;;;;;
01367;305;638;20880;;;;;;;;;;;;;;;;;;;;;;;;
01368;317;854;22100;;;;;;;;;;;;;;;;;;;;;;;;
01369;379;931;25610;;;;;;;;;;;;;;;;;;;;;;;;
01370;901;1522;18660;;;;;;;;;;;;;;;;;;;;;;;;
01371;466;1229;24640;;;;;;;;;;;;;;;;;;;;;;;;
01372;175;412;24760;;;;;;;;;;;;;;;;;;;;;;;;
01373;422;991;23520;;;;;;;;;;;;;;;;;;;;;;;;
01374;774;1876;24610;;;;;;;;;;;;;;;;;;;;;;;;
01375;320;807;23970;;;;;;;;;;;;;;;;;;;;;;;;
01376;1545;3724;22630;61;10;;;;;;;;22;76.8;70.8;3.3;2.7;25.9;7.9;5.4;2.4;2;1;-16;13170;37070;2.8
01378;1058;2757;26740;73;;;;;;;;;;82.7;74.6;2.6;5.5;21.3;11;2.8;1.6;0.8;0.4;-17.8;17310;41720;2.4
01379;310;781;22240;;;;;;;;;;;;;;;;;;;;;;;;
01380;282;596;20420;;;;;;;;;;;;;;;;;;;;;;;;
01381;329;873;22830;;;;;;;;;;;;;;;;;;;;;;;;
01382;92;225;25090;;;;;;;;;;;;;;;;;;;;;;;;
01383;592;1457;21970;;;;;;;;;;;;;;;;;;;;;;;;
01384;934;2022;18900;46;21;;;;;;;;36;68;60.8;3.7;3.5;29.5;6.1;8.9;3.2;3.8;1.9;-12.5;10370;29870;2.9
01385;395;915;25660;;;;;;;;;;;;;;;;;;;;;;;;
01386;484;1139;25650;;;;;;;;;;;;;;;;;;;;;;;;
01387;87;248;22650;;;;;;;;;;;;;;;;;;;;;;;;
01388;472;973;20330;;;;;;;;;;;;;;;;;;;;;;;;
01389;748;1741;23000;;;;;;;;;;;;;;;;;;;;;;;;
01390;487;1209;23830;;;;;;;;;;;;;;;;;;;;;;;;
01391;139;307;22770;;;;;;;;;;;;;;;;;;;;;;;;
01392;263;692;25020;;;;;;;;;;;;;;;;;;;;;;;;
01393;200;528;25030;;;;;;;;;;;;;;;;;;;;;;;;
01396;434;952;20150;;;;;;;;;;;;;;;;;;;;;;;;
01397;368;910;40590;;;;;;;;;;;;;;;;;;;;;;;;
01398;538;1435;24680;;;;;;;;;;;;;;;;;;;;;;;;
01399;747;1928;40960;56;;;;;;;;;;;;;;;;;;;;;;;
01400;62;137;21090;;;;;;;;;;;;;;;;;;;;;;;;
01401;741;1903;41210;50;;;;;;;;;;;;;;;;;;;;;;;
01402;296;696;21890;;;;;;;;;;;;;;;;;;;;;;;;
01403;563;1292;21480;;;;;;;;;;;;;;;;;;;;;;;;
01404;69;125;24040;;;;;;;;;;;;;;;;;;;;;;;;
01405;484;1209;21680;;;;;;;;;;;;;;;;;;;;;;;;
01406;79;180;21110;;;;;;;;;;;;;;;;;;;;;;;;
01407;421;899;22600;;;;;;;;;;;;;;;;;;;;;;;;
01408;278;646;22530;;;;;;;;;;;;;;;;;;;;;;;;
01410;132;329;25300;;;;;;;;;;;;;;;;;;;;;;;;
01411;124;265;23250;;;;;;;;;;;;;;;;;;;;;;;;
01412;200;507;23640;;;;;;;;;;;;;;;;;;;;;;;;
01415;207;440;21980;;;;;;;;;;;;;;;;;;;;;;;;
01416;420;874;19300;;;;;;;;;;;;;;;;;;;;;;;;
01418;374;1077;29970;;;;;;;;;;;;;;;;;;;;;;;;
01419;2204;5469;36890;53;14;;;16;;;;11;20;87.1;81.9;3;2.2;19.2;8.9;1.2;0.4;0.5;0.3;-16.4;10240;82690;8.1
01420;786;1468;18900;;;;;;;;;;;;;;;;;;;;;;;;
01421;325;758;22330;;;;;;;;;;;;;;;;;;;;;;;;
01422;561;1340;24860;;;;;;;;;;;;;;;;;;;;;;;;
01423;419;1222;26110;;;;;;;;;;;;;;;;;;;;;;;;
01424;650;1768;30170;;;;;;;;;;;;;;;;;;;;;;;;
01425;115;282;24280;;;;;;;;;;;;;;;;;;;;;;;;
01426;1041;2490;22890;63;;;;;;;;;;74.4;66.1;2.3;6;29.2;8.5;4.1;2.1;1.3;0.7;-16.2;14410;36740;2.5
01427;2919;6942;22100;62;11;;;14;;;;;20;78.5;71;3.5;4;23.9;8.1;6.1;2.8;2.1;1.2;-16.6;12620;37740;3
01428;43;118;23540;;;;;;;;;;;;;;;;;;;;;;;;
01429;281;722;23170;;;;;;;;;;;;;;;;;;;;;;;;
01430;257;585;22680;;;;;;;;;;;;;;;;;;;;;;;;
01431;552;1256;23780;;;;;;;;;;;;;;;;;;;;;;;;
01432;140;319;22390;;;;;;;;;;;;;;;;;;;;;;;;
01433;104;281;19990;;;;;;;;;;;;;;;;;;;;;;;;
01434;180;514;24210;;;;;;;;;;;;;;;;;;;;;;;;
01435;773;1999;38060;59;;;;;;;;;;;;;;;;;;;;;;;
01436;192;456;38190;;;;;;;;;;;;;;;;;;;;;;;;
01437;85;209;19970;;;;;;;;;;;;;;;;;;;;;;;;
01439;;;;;;;;;;;;;;;;;;;;;;;;;;;
01441;279;728;22920;;;;;;;;;;;;;;;;;;;;;;;;
01443;2070;4674;23010;60;8;;;;;;;;17;74.5;69.1;2.5;2.9;28.6;7.4;4.7;2.1;1.6;1;-15.2;14070;35910;2.6
01444;528;1228;21310;;;;;;;;;;;;;;;;;;;;;;;;
01445;244;647;21740;;;;;;;;;;;;;;;;;;;;;;;;
01446;584;1647;24550;;;;;;;;;;;;;;;;;;;;;;;;
01447;523;1216;21570;;;;;;;;;;;;;;;;;;;;;;;;
01448;145;357;30310;;;;;;;;;;;;;;;;;;;;;;;;
01449;288;773;25300;;;;;;;;;;;;;;;;;;;;;;;;
01450;1451;3799;25610;69;;;;;;;;;;82.8;73.9;2.7;6.2;23.6;7.9;3.5;1.9;1.1;0.5;-17.8;15730;40970;2.6
01451;2683;6532;24190;67;7;;;;;;;;18;70.7;64.4;2.3;4;31.4;10;4.3;2.1;1.4;0.8;-16.4;14270;38710;2.7
01452;480;1025;19830;;;;;;;;;;;;;;;;;;;;;;;;
01453;315;666;22120;;;;;;;;;;;;;;;;;;;;;;;;
01454;422;1076;21930;;;;;;;;;;;;;;;;;;;;;;;;
01456;;;;;;;;;;;;;;;;;;;;;;;;;;;
01457;1265;2924;20780;50;12;;;;;;;;26;62.2;56.1;2.5;3.6;35.1;11;5.6;2.8;1.7;1.1;-13.9;12550;33560;2.7
02001;191;500;20190;;;;;;;;;;;;;;;;;;;;;;;;
02002;242;617;19990;;;;;;;;;;;;;;;;;;;;;;;;
02003;415;1015;22210;;;;;;;;;;;;;;;;;;;;;;;;
02004;80;182;19760;;;;;;;;;;;;;;;;;;;;;;;;
02005;151;399;23250;;;;;;;;;;;;;;;;;;;;;;;;
02006;114;257;22080;;;;;;;;;;;;;;;;;;;;;;;;
02007;49;111;22630;;;;;;;;;;;;;;;;;;;;;;;;
02008;118;319;20180;;;;;;;;;;;;;;;;;;;;;;;;
02009;196;523;21250;;;;;;;;;;;;;;;;;;;;;;;;
02010;64;165;21600;;;;;;;;;;;;;;;;;;;;;;;;
02011;482;1209;22820;;;;;;;;;;;;;;;;;;;;;;;;
02012;;;;;;;;;;;;;;;;;;;;;;;;;;;
02013;153;386;21080;;;;;;;;;;;;;;;;;;;;;;;;
02014;292;731;21950;;;;;;;;;;;;;;;;;;;;;;;;
02015;;;;;;;;;;;;;;;;;;;;;;;;;;;
02016;83;217;20110;;;;;;;;;;;;;;;;;;;;;;;;
02017;113;289;21210;;;;;;;;;;;;;;;;;;;;;;;;
02018;1088;2522;19860;50;16;;;;;;;;29;62.9;56.6;2.6;3.7;36.2;6.7;7.7;3.2;3;1.5;-13.5;11470;32470;2.8
02019;157;362;19510;;;;;;;;;;;;;;;;;;;;;;;;
02020;185;450;19930;;;;;;;;;;;;;;;;;;;;;;;;
02021;;;;;;;;;;;;;;;;;;;;;;;;;;;
02022;171;425;20810;;;;;;;;;;;;;;;;;;;;;;;;
02023;46;107;21910;;;;;;;;;;;;;;;;;;;;;;;;
02024;;;;;;;;;;;;;;;;;;;;;;;;;;;
02025;130;340;22360;;;;;;;;;;;;;;;;;;;;;;;;
02027;94;212;18780;;;;;;;;;;;;;;;;;;;;;;;;
02028;1082;2601;21760;59;12;;;;;;;;26;70.5;64.5;2.7;3.3;32.6;5.5;5.7;2.5;2.1;1.1;-14.3;12810;33290;2.6
02029;142;359;23260;;;;;;;;;;;;;;;;;;;;;;;;
02030;111;260;19130;;;;;;;;;;;;;;;;;;;;;;;;
02031;268;607;17450;;;;;;;;;;;;;;;;;;;;;;;;
02032;91;231;18880;;;;;;;;;;;;;;;;;;;;;;;;
02033;47;101;22730;;;;;;;;;;;;;;;;;;;;;;;;
02034;43;109;20000;;;;;;;;;;;;;;;;;;;;;;;;
02035;98;272;17650;;;;;;;;;;;;;;;;;;;;;;;;
02036;;;;;;;;;;;;;;;;;;;;;;;;;;;
02037;543;1359;21000;;;;;;;;;;;;;;;;;;;;;;;;
02038;;;;;;;;;;;;;;;;;;;;;;;;;;;
02039;56;148;19730;;;;;;;;;;;;;;;;;;;;;;;;
02040;65;173;19470;;;;;;;;;;;;;;;;;;;;;;;;
02041;348;863;22060;;;;;;;;;;;;;;;;;;;;;;;;
02042;160;376;22600;;;;;;;;;;;;;;;;;;;;;;;;
02043;;;;;;;;;;;;;;;;;;;;;;;;;;;
02044;;;;;;;;;;;;;;;;;;;;;;;;;;;
02046;238;558;21470;;;;;;;;;;;;;;;;;;;;;;;;
02047;49;116;22450;;;;;;;;;;;;;;;;;;;;;;;;
02048;52;119;19620;;;;;;;;;;;;;;;;;;;;;;;;
02049;316;762;22260;;;;;;;;;;;;;;;;;;;;;;;;
02050;129;304;19010;;;;;;;;;;;;;;;;;;;;;;;;
02051;163;386;25470;;;;;;;;;;;;;;;;;;;;;;;;
02052;60;144;20650;;;;;;;;;;;;;;;;;;;;;;;;
02053;240;549;25300;;;;;;;;;;;;;;;;;;;;;;;;
02054;176;466;21960;;;;;;;;;;;;;;;;;;;;;;;;
02055;;;;;;;;;;;;;;;;;;;;;;;;;;;
02056;68;183;20920;;;;;;;;;;;;;;;;;;;;;;;;
02057;538;1288;18060;;;;;;;;;;;;;;;;;;;;;;;;
02058;320;810;19940;;;;;;;;;;;;;;;;;;;;;;;;
02059;1163;2569;16680;38;29;;;40;;;;;47;56.9;50.4;4.3;2.2;36.3;4.2;13.8;4;6.7;3.1;-11.2;9750;27460;2.8
02060;109;265;21410;;;;;;;;;;;;;;;;;;;;;;;;
02061;87;250;18380;;;;;;;;;;;;;;;;;;;;;;;;
02062;55;141;24030;;;;;;;;;;;;;;;;;;;;;;;;
02063;152;379;20640;;;;;;;;;;;;;;;;;;;;;;;;
02064;1665;3581;19650;48;17;;;27;;;;;28;61.1;56.4;2.9;1.8;38.2;5.8;8.1;2.6;3.8;1.7;-13.2;11120;31450;2.8
02065;235;557;19990;;;;;;;;;;;;;;;;;;;;;;;;
02066;84;193;21930;;;;;;;;;;;;;;;;;;;;;;;;
02067;87;208;21380;;;;;;;;;;;;;;;;;;;;;;;;
02068;;;;;;;;;;;;;;;;;;;;;;;;;;;
02069;48;109;17770;;;;;;;;;;;;;;;;;;;;;;;;
02070;183;440;19890;;;;;;;;;;;;;;;;;;;;;;;;
02071;251;636;22220;;;;;;;;;;;;;;;;;;;;;;;;
02072;74;172;23710;;;;;;;;;;;;;;;;;;;;;;;;
02073;246;619;21690;;;;;;;;;;;;;;;;;;;;;;;;
02074;230;584;20830;;;;;;;;;;;;;;;;;;;;;;;;
02075;77;198;23340;;;;;;;;;;;;;;;;;;;;;;;;
02076;60;165;25330;;;;;;;;;;;;;;;;;;;;;;;;
02077;157;387;23260;;;;;;;;;;;;;;;;;;;;;;;;
02078;61;167;19160;;;;;;;;;;;;;;;;;;;;;;;;
02079;61;129;18980;;;;;;;;;;;;;;;;;;;;;;;;
02080;144;332;26150;;;;;;;;;;;;;;;;;;;;;;;;
02081;165;430;22120;;;;;;;;;;;;;;;;;;;;;;;;
02082;48;119;23710;;;;;;;;;;;;;;;;;;;;;;;;
02083;291;758;22380;;;;;;;;;;;;;;;;;;;;;;;;
02084;97;246;22650;;;;;;;;;;;;;;;;;;;;;;;;
02085;358;1066;22730;;;;;;;;;;;;;;;;;;;;;;;;
02086;419;1019;21330;;;;;;;;;;;;;;;;;;;;;;;;
02087;;;;;;;;;;;;;;;;;;;;;;;;;;;
02088;;;;;;;;;;;;;;;;;;;;;;;;;;;
02089;510;1171;21050;;;;;;;;;;;;;;;;;;;;;;;;
02090;72;189;21930;;;;;;;;;;;;;;;;;;;;;;;;
02091;;;;;;;;;;;;;;;;;;;;;;;;;;;
02093;523;1206;19220;;;;;;;;;;;;;;;;;;;;;;;;
02094;182;478;24500;;;;;;;;;;;;;;;;;;;;;;;;
02095;2363;5486;15180;33;37;58;47;46;38;19;;18;55;52.8;45;4.1;3.7;34;6.1;18.1;5;8.7;4.4;-11;8920;26200;2.9
02096;78;195;21650;;;;;;;;;;;;;;;;;;;;;;;;
02097;103;260;18570;;;;;;;;;;;;;;;;;;;;;;;;
02098;152;389;25560;;;;;;;;;;;;;;;;;;;;;;;;
02099;87;226;23170;;;;;;;;;;;;;;;;;;;;;;;;
02100;49;128;19050;;;;;;;;;;;;;;;;;;;;;;;;
02101;70;166;20740;;;;;;;;;;;;;;;;;;;;;;;;
02102;75;192;21780;;;;;;;;;;;;;;;;;;;;;;;;
02103;555;1230;19130;;;;;;;;;;;;;;;;;;;;;;;;
02104;42;103;24920;;;;;;;;;;;;;;;;;;;;;;;;
02105;81;203;22380;;;;;;;;;;;;;;;;;;;;;;;;
02106;277;691;18750;;;;;;;;;;;;;;;;;;;;;;;;
02107;;;;;;;;;;;;;;;;;;;;;;;;;;;
02108;61;139;23590;;;;;;;;;;;;;;;;;;;;;;;;
02109;201;487;20430;;;;;;;;;;;;;;;;;;;;;;;;
02110;912;2109;19260;45;21;;;;;;;;41;66.2;57.7;3.3;5.2;31.3;7.4;8.9;3.3;3.6;2;-13.8;10560;31440;3
02111;273;693;21340;;;;;;;;;;;;;;;;;;;;;;;;
02112;235;548;21190;;;;;;;;;;;;;;;;;;;;;;;;
02114;611;1443;22070;;;;;;;;;;;;;;;;;;;;;;;;
02115;86;196;19830;;;;;;;;;;;;;;;;;;;;;;;;
02116;58;142;20570;;;;;;;;;;;;;;;;;;;;;;;;
02117;;;;;;;;;;;;;;;;;;;;;;;;;;;
02118;49;121;23180;;;;;;;;;;;;;;;;;;;;;;;;
02119;130;303;20490;;;;;;;;;;;;;;;;;;;;;;;;
02120;75;192;21900;;;;;;;;;;;;;;;;;;;;;;;;
02121;89;215;20190;;;;;;;;;;;;;;;;;;;;;;;;
02122;;;;;;;;;;;;;;;;;;;;;;;;;;;
02123;127;291;21880;;;;;;;;;;;;;;;;;;;;;;;;
02124;268;627;20810;;;;;;;;;;;;;;;;;;;;;;;;
02125;70;195;23000;;;;;;;;;;;;;;;;;;;;;;;;
02126;198;440;16720;;;;;;;;;;;;;;;;;;;;;;;;
02127;84;196;20720;;;;;;;;;;;;;;;;;;;;;;;;
02128;670;1473;23650;;;;;;;;;;;;;;;;;;;;;;;;
02129;;;;;;;;;;;;;;;;;;;;;;;;;;;
02130;81;192;19310;;;;;;;;;;;;;;;;;;;;;;;;
02131;772;1928;22060;;;;;;;;;;;;;;;;;;;;;;;;
02132;75;203;22760;;;;;;;;;;;;;;;;;;;;;;;;
02133;166;382;18940;;;;;;;;;;;;;;;;;;;;;;;;
02134;353;822;19660;;;;;;;;;;;;;;;;;;;;;;;;
02135;461;1078;17930;;;;;;;;;;;;;;;;;;;;;;;;
02136;53;130;19180;;;;;;;;;;;;;;;;;;;;;;;;
02137;51;134;22020;;;;;;;;;;;;;;;;;;;;;;;;
02138;76;189;24550;;;;;;;;;;;;;;;;;;;;;;;;
02139;183;474;22830;;;;;;;;;;;;;;;;;;;;;;;;
02140;172;440;19140;;;;;;;;;;;;;;;;;;;;;;;;
02141;767;1570;17390;;;;;;;;;;;;;;;;;;;;;;;;
02142;90;242;23330;;;;;;;;;;;;;;;;;;;;;;;;
02143;81;186;18460;;;;;;;;;;;;;;;;;;;;;;;;
02144;49;139;22330;;;;;;;;;;;;;;;;;;;;;;;;
02145;222;554;22460;;;;;;;;;;;;;;;;;;;;;;;;
02146;;;;;;;;;;;;;;;;;;;;;;;;;;;
02148;103;243;21760;;;;;;;;;;;;;;;;;;;;;;;;
02149;;;;;;;;;;;;;;;;;;;;;;;;;;;
02150;;;;;;;;;;;;;;;;;;;;;;;;;;;
02151;50;100;26580;;;;;;;;;;;;;;;;;;;;;;;;
02152;;;;;;;;;;;;;;;;;;;;;;;;;;;
02153;319;802;22020;;;;;;;;;;;;;;;;;;;;;;;;
02154;144;370;22880;;;;;;;;;;;;;;;;;;;;;;;;
02155;78;181;24330;;;;;;;;;;;;;;;;;;;;;;;;
02156;97;224;22430;;;;;;;;;;;;;;;;;;;;;;;;
02157;359;837;21720;;;;;;;;;;;;;;;;;;;;;;;;
02158;103;258;21400;;;;;;;;;;;;;;;;;;;;;;;;
02159;117;296;19480;;;;;;;;;;;;;;;;;;;;;;;;
02160;211;495;18700;;;;;;;;;;;;;;;;;;;;;;;;
02162;105;298;21190;;;;;;;;;;;;;;;;;;;;;;;;
02163;1077;2577;20490;56;16;;;;;;;;29;69.3;52.8;2.6;13.9;26.6;13.4;7.7;2.9;3.2;1.6;-17;11540;37090;3.2
02164;132;326;21240;;;;;;;;;;;;;;;;;;;;;;;;
02165;720;1661;19710;;;;;;;;;;;;;;;;;;;;;;;;
02166;159;365;22750;;;;;;;;;;;;;;;;;;;;;;;;
02167;333;891;21860;;;;;;;;;;;;;;;;;;;;;;;;
02168;6976;15452;18310;49;25;38;33;29;26;15;;7;37;66.8;57.7;3.9;5.2;29.8;7.5;11;3.5;4.8;2.7;-15.1;9750;32860;3.4
02169;;;;;;;;;;;;;;;;;;;;;;;;;;;
02170;54;126;22230;;;;;;;;;;;;;;;;;;;;;;;;
02171;;;;;;;;;;;;;;;;;;;;;;;;;;;
02172;89;247;22980;;;;;;;;;;;;;;;;;;;;;;;;
02173;5364;11223;17730;42;28;42;37;31;27;19;;11;41;61.4;53.3;3.4;4.7;33.9;5.9;12.2;3.2;6;3;-13.4;9470;31330;3.3
02174;312;850;21090;;;;;;;;;;;;;;;;;;;;;;;;
02175;62;162;18780;;;;;;;;;;;;;;;;;;;;;;;;
02176;78;218;18900;;;;;;;;;;;;;;;;;;;;;;;;
02177;54;137;23910;;;;;;;;;;;;;;;;;;;;;;;;
02178;43;107;21120;;;;;;;;;;;;;;;;;;;;;;;;
02179;157;378;21500;;;;;;;;;;;;;;;;;;;;;;;;
02180;282;732;20600;;;;;;;;;;;;;;;;;;;;;;;;
02181;;;;;;;;;;;;;;;;;;;;;;;;;;;
02182;53;129;20430;;;;;;;;;;;;;;;;;;;;;;;;
02183;78;187;24970;;;;;;;;;;;;;;;;;;;;;;;;
02184;121;290;19970;;;;;;;;;;;;;;;;;;;;;;;;
02185;150;405;20880;;;;;;;;;;;;;;;;;;;;;;;;
02186;576;1310;22910;;;;;;;;;;;;;;;;;;;;;;;;
02187;504;1175;24050;;;;;;;;;;;;;;;;;;;;;;;;
02188;67;147;18250;;;;;;;;;;;;;;;;;;;;;;;;
02189;136;308;19570;;;;;;;;;;;;;;;;;;;;;;;;
02190;233;578;22050;;;;;;;;;;;;;;;;;;;;;;;;
02191;207;484;21970;;;;;;;;;;;;;;;;;;;;;;;;
02192;138;366;21880;;;;;;;;;;;;;;;;;;;;;;;;
02193;;;;;;;;;;;;;;;;;;;;;;;;;;;
02194;87;202;19700;;;;;;;;;;;;;;;;;;;;;;;;
02195;349;924;22930;;;;;;;;;;;;;;;;;;;;;;;;
02196;138;314;24630;;;;;;;;;;;;;;;;;;;;;;;;
02197;208;523;22090;;;;;;;;;;;;;;;;;;;;;;;;
02198;93;241;22250;;;;;;;;;;;;;;;;;;;;;;;;
02199;234;603;20320;;;;;;;;;;;;;;;;;;;;;;;;
02200;44;110;18010;;;;;;;;;;;;;;;;;;;;;;;;
02201;145;381;22880;;;;;;;;;;;;;;;;;;;;;;;;
02203;500;1252;19240;;;;;;;;;;;;;;;;;;;;;;;;
02204;;;;;;;;;;;;;;;;;;;;;;;;;;;
02205;83;218;19860;;;;;;;;;;;;;;;;;;;;;;;;
02206;;;;;;;;;;;;;;;;;;;;;;;;;;;
02207;82;210;21910;;;;;;;;;;;;;;;;;;;;;;;;
02208;109;274;23370;;;;;;;;;;;;;;;;;;;;;;;;
02209;273;636;19770;;;;;;;;;;;;;;;;;;;;;;;;
02210;141;371;21850;;;;;;;;;;;;;;;;;;;;;;;;
02211;119;298;21490;;;;;;;;;;;;;;;;;;;;;;;;
02212;291;679;20690;;;;;;;;;;;;;;;;;;;;;;;;
02213;130;324;22270;;;;;;;;;;;;;;;;;;;;;;;;
02214;;;;;;;;;;;;;;;;;;;;;;;;;;;
02215;308;768;21680;;;;;;;;;;;;;;;;;;;;;;;;
02216;133;338;22500;;;;;;;;;;;;;;;;;;;;;;;;
02217;383;857;20660;;;;;;;;;;;;;;;;;;;;;;;;
02218;245;615;19950;;;;;;;;;;;;;;;;;;;;;;;;
02219;77;181;19350;;;;;;;;;;;;;;;;;;;;;;;;
02220;179;441;21100;;;;;;;;;;;;;;;;;;;;;;;;
02221;56;154;23590;;;;;;;;;;;;;;;;;;;;;;;;
02222;;;;;;;;;;;;;;;;;;;;;;;;;;;
02223;123;303;21430;;;;;;;;;;;;;;;;;;;;;;;;
02224;135;365;19620;;;;;;;;;;;;;;;;;;;;;;;;
02225;;;;;;;;;;;;;;;;;;;;;;;;;;;
02226;782;1876;21510;;;;;;;;;;;;;;;;;;;;;;;;
02227;52;130;21940;;;;;;;;;;;;;;;;;;;;;;;;
02228;122;324;21010;;;;;;;;;;;;;;;;;;;;;;;;
02229;;;;;;;;;;;;;;;;;;;;;;;;;;;
02230;78;172;22710;;;;;;;;;;;;;;;;;;;;;;;;
02231;370;914;19400;;;;;;;;;;;;;;;;;;;;;;;;
02232;85;202;23050;;;;;;;;;;;;;;;;;;;;;;;;
02233;53;125;19380;;;;;;;;;;;;;;;;;;;;;;;;
02234;;;;;;;;;;;;;;;;;;;;;;;;;;;
02235;46;107;20650;;;;;;;;;;;;;;;;;;;;;;;;
02236;127;339;20250;;;;;;;;;;;;;;;;;;;;;;;;
02237;570;1331;19200;;;;;;;;;;;;;;;;;;;;;;;;
02238;714;1724;19400;;;;;;;;;;;;;;;;;;;;;;;;
02239;470;1135;20320;;;;;;;;;;;;;;;;;;;;;;;;
02240;86;200;21060;;;;;;;;;;;;;;;;;;;;;;;;
02241;;;;;;;;;;;;;;;;;;;;;;;;;;;
02242;259;605;23120;;;;;;;;;;;;;;;;;;;;;;;;
02243;1287;2892;19950;54;17;;;;;;;;31;67.4;61.1;3.1;3.2;32.4;6.5;7.5;2.6;3.2;1.7;-13.8;11410;31930;2.8
02244;;;;;;;;;;;;;;;;;;;;;;;;;;;
02245;674;1606;20650;;;;;;;;;;;;;;;;;;;;;;;;
02246;240;590;20930;;;;;;;;;;;;;;;;;;;;;;;;
02248;58;151;18310;;;;;;;;;;;;;;;;;;;;;;;;
02249;45;115;21730;;;;;;;;;;;;;;;;;;;;;;;;
02250;;;;;;;;;;;;;;;;;;;;;;;;;;;
02251;;;;;;;;;;;;;;;;;;;;;;;;;;;
02252;;;;;;;;;;;;;;;;;;;;;;;;;;;
02253;151;385;23840;;;;;;;;;;;;;;;;;;;;;;;;
02254;53;143;22880;;;;;;;;;;;;;;;;;;;;;;;;
02255;62;155;20560;;;;;;;;;;;;;;;;;;;;;;;;
02256;50;120;18280;;;;;;;;;;;;;;;;;;;;;;;;
02257;178;441;25580;;;;;;;;;;;;;;;;;;;;;;;;
02258;151;387;21550;;;;;;;;;;;;;;;;;;;;;;;;
02259;155;403;25060;;;;;;;;;;;;;;;;;;;;;;;;
02260;255;631;17790;;;;;;;;;;;;;;;;;;;;;;;;
02261;166;392;20340;;;;;;;;;;;;;;;;;;;;;;;;
02262;86;200;22740;;;;;;;;;;;;;;;;;;;;;;;;
02263;44;113;20190;;;;;;;;;;;;;;;;;;;;;;;;
02264;305;733;18130;;;;;;;;;;;;;;;;;;;;;;;;
02265;;;;;;;;;;;;;;;;;;;;;;;;;;;
02266;;;;;;;;;;;;;;;;;;;;;;;;;;;
02267;114;298;21180;;;;;;;;;;;;;;;;;;;;;;;;
02268;275;680;22150;;;;;;;;;;;;;;;;;;;;;;;;
02269;57;141;20620;;;;;;;;;;;;;;;;;;;;;;;;
02270;65;166;19490;;;;;;;;;;;;;;;;;;;;;;;;
02271;53;130;19560;;;;;;;;;;;;;;;;;;;;;;;;
02272;;;;;;;;;;;;;;;;;;;;;;;;;;;
02273;81;200;22080;;;;;;;;;;;;;;;;;;;;;;;;
02274;69;174;20250;;;;;;;;;;;;;;;;;;;;;;;;
02275;141;327;16260;;;;;;;;;;;;;;;;;;;;;;;;
02276;51;120;22770;;;;;;;;;;;;;;;;;;;;;;;;
02277;133;347;19950;;;;;;;;;;;;;;;;;;;;;;;;
02278;;;;;;;;;;;;;;;;;;;;;;;;;;;
02279;233;584;24030;;;;;;;;;;;;;;;;;;;;;;;;
02280;154;430;22300;;;;;;;;;;;;;;;;;;;;;;;;
02281;96;257;21600;;;;;;;;;;;;;;;;;;;;;;;;
02282;174;426;20960;;;;;;;;;;;;;;;;;;;;;;;;
02283;116;288;19810;;;;;;;;;;;;;;;;;;;;;;;;
02284;;;;;;;;;;;;;;;;;;;;;;;;;;;
02286;357;839;19830;;;;;;;;;;;;;;;;;;;;;;;;
02287;472;1087;24270;;;;;;;;;;;;;;;;;;;;;;;;
